Title,Hour Rate
Hvac Mech II,26.28
IT Support Assoc,26.28
IT Support Asst,26.27
MT Mlt Td Chf III,26.27
MT Mlt Td Chf III,26.27
MT Mlt Td Chf III,26.27
MT Mlt Td Chf III,26.27
MT Mlt Td Chf III,26.27
Painter,26.26
Prg Admin Spec,26.26
Collections Spec,26.24
Auto Serv Tech,26.22
Prog Mgmt Spec,26.22
IT Support Asst,26.21
IT Support Asst,26.21
Admin Asst II,26.19
MT Mlt Td Chf II,26.18
Prg Admin Spec,26.18
Univ Pol Off I,26.18
Univ Pol Off I,26.18
Univ Pol Off I,26.18
Univ Pol Off I,26.18
Agric Tech Lead,26.17
Auto Serv Mech,26.17
Prg Admin Spec,26.13
Cabinetmaker,26.07
Exec Adm Asst II,26.05
Auto Serv Mech,26.03
MT Mlt Td Chf II,26.02
Collections Spec,26.01
Pest Control Spec,26.01
Acad Prog Spec,25.96
Prog Mgmt Spec,25.96
Agric Tech,25.95
Prg Admin Spec,25.95
Business Serv Spec,25.92
Plumber,25.92
Prog Mgmt Spec,25.91
Prg Admin Spec,25.89
Prg Admin Spec,25.85
Prog Mgmt Spec,25.83
Business Serv Spec,25.81
Business Serv Spec,25.80
Business Serv Spec,25.75
Prg Admin Spec,25.73
IT Programmer I,25.71
Prg Admin Spec,25.71
Business Serv Spec,25.69
Collections Spec,25.69
Business Serv Spec,25.68
MT Mlt Td Chf II,25.65
Elect High Volt,25.63
Elect High Volt,25.63
Agric Tech Supv,25.60
Business Serv Spec,25.60
Prg Admin Spec,25.59
Business Serv Spec,25.57
MT Mlt Td Chf II,25.57
MT Mlt Td Chf II,25.57
Pest Control Spec,25.55
Prog Mgmt Spec,25.54
MT Mlt Td Chf II,25.52
Business Serv Spec,25.46
Agric Tech Supv,25.44
Landscape Tech Sv,25.43
Office Supv I,25.41
MT Mlt Td Chf III,25.40
Office Supv II,25.40
Exec Adm Asst II,25.38
Accountant I,25.37
Accountant I,25.37
MT Mlt Td Chf II,25.37
Painter,25.37
Prog Mgmt Spec,25.37
Business Serv Spec,25.36
Business Serv Spec,25.36
MT Mlt Td Chf II,25.36
MT Mlt Td Chf II,25.36
Prog Mgmt Spec,25.32
Business Serv Spec,25.31
Business Serv Spec,25.31
Prg Admin Spec,25.30
Library Serv Tech,25.26
Business Serv Spec,25.23
Prg Admin Spec,25.23
HVAC Mech I,25.22
IT Programmer I,25.22
MT Mlt Td Chf III,25.22
Library Serv Supv,25.20
IT Com Op Sh Supv,25.19
Prg Admin Spec,25.18
Accounting Assoc,25.16
Auto Serv Mech,25.16
Auto Serv Tech,25.15
Business Serv Spec,25.14
Prg Admin Spec,25.12
Prg Admin Spec,25.12
Prg Admin Spec,25.12
Prg Admin Spec,25.11
Business Serv Spec,25.03
Driver Waste Mgmt,25.02
Prog Mgmt Spec,24.99
Pol Comm Supv,24.97
Pol Comm Supv,24.97
Admin Asst II,24.93
Agric Tech,24.93
Prog Mgmt Spec,24.91
Library Serv Supv,24.90
MT Mlt Td Chf II,24.90
Exec Adm Asst I,24.87
Prog Mgmt Spec,24.85
HVAC Mech I,24.84
Business Serv Spec,24.79
Prg Admin Spec,24.79
Prog Mgmt Spec,24.74
MT Mlt Trd Sv I,24.70
Events Coordinator,24.69
IT Support Asst,24.68
Events Coordinator,24.67
Business Serv Spec,24.66
IT PC Spec I,24.65
Exec Adm Asst II,24.62
Prg Admin Spec,24.61
Prog Mgmt Spec,24.57
CDL Instructor,24.56
Prog Mgmt Spec,24.54
Prog Mgmt Spec,24.52
Housekeeper Lead,24.51
IT Support Asst,24.51
Prg Admin Spec,24.50
Landscape Tech Sv,24.49
Prg Admin Spec,24.46
Prog Mgmt Spec,24.46
Business Serv Spec,24.45
MT Maint Mech Ld,24.44
MT Mlt Td Chf II,24.43
Prog Mgmt Spec,24.43
Prog Mgmt Spec,24.42
Library Serv Spec,24.41
Prog Mgmt Spec,24.41
Library Serv Spec,24.40
Agric Tech,24.38
Library Serv Supv,24.35
Prog Mgmt Spec,24.35
Agric Tech Supv,24.28
Electrician,24.27
MT Mlt Td Chf II,24.27
MT Mlt Td Chf II,24.27
Prg Admin Spec,24.27
Prg Admin Spec,24.27
Din Serv Coord,24.25
Prog Mgmt Spec,24.25
MT Mlt Td Chf II,24.23
IT Com Op Sr,24.21
IT Support Asst,24.21
Prog Mgmt Spec,24.21
Prg Admin Spec,24.19
Electrician,24.18
IT Support Asst,24.18
Library Serv Supv,24.18
Library Serv Supv,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
MT Mlt Td Chf II,24.18
Prg Admin Spec,24.18
Electrician,24.16
Prog Mgmt Spec,24.12
MT Mec Trd Chf I,24.10
Prg Admin Spec,24.07
Prog Mgmt Spec,24.06
IT Support Asst,24.05
Prog Mgmt Spec,24.03
Prog Mgmt Spec,24.03
Prg Admin Spec,24.02
Business Serv Spec,23.97
Business Serv Spec,23.97
CDL Instructor,23.97
Collections Spec,23.97
Prg Admin Spec,23.97
MT Mlt Td Chf II,23.96
Prg Admin Spec,23.96
Admin Asst II,23.95
Business Serv Spec,23.94
Storekeeper III,23.94
Exec Adm Asst I,23.93
Prg Admin Spec,23.89
MT Mlt Td Chf II,23.88
Business Serv Spec,23.87
Prog Mgmt Spec,23.87
Library Serv Supv,23.85
Auto Serv Mech,23.83
Auto Serv Mech,23.83
IT Support Asst,23.81
MT Mlt Td Chf II,23.81
MT Mlt Td Chf II,23.81
Admin Asst II,23.80
Business Serv Spec,23.80
Business Serv Spec,23.80
Prog Mgmt Spec,23.78
Cook,23.77
Cook,23.77
Exec Adm Asst I,23.77
Library Serv Supv,23.76
MT Maint Mech Ld,23.76
Prog Mgmt Spec,23.76
CDL Instructor,23.74
Agric Tech Lead,23.73
Business Serv Spec,23.73
Prg Admin Spec,23.72
MT Mlt Td Chf II,23.71
Agric Tech Lead,23.67
Prog Mgmt Spec,23.67
Agric Tech Lead,23.66
Library Serv Supv,23.65
Post Serv Supv I,23.64
Post Serv Supv I,23.64
Prog Mgmt Spec,23.63
Agric Tech Supv,23.59
Business Serv Spec,23.59
Electrician,23.59
Housekeeping Chf,23.59
IT Support Asst,23.59
Library Serv Supv,23.59
Library Serv Supv,23.59
MT Mlt Td Chf II,23.59
Prg Admin Spec,23.59
Prg Admin Spec,23.59
Prg Admin Spec,23.59
MT Mlt Td Chf II,23.58
MT Mlt Td Chf II,23.58
MT Mlt Td Chf II,23.58
MT Mlt Td Chf II,23.58
MT Mlt Td Chf II,23.58
Business Serv Spec,23.55
Business Serv Spec,23.55
MT Mlt Td Chf II,23.55
MT Mlt Td Chf II,23.55
MT Mlt Td Chf II,23.55
Prog Mgmt Spec,23.54
Library Serv Spec,23.52
Prog Mgmt Spec,23.52
Prg Admin Spec,23.50
Prog Mgmt Spec,23.49
Office Supv I,23.47
Storekeeper III,23.45
Admin Asst I,23.42
Prog Mgmt Spec,23.42
CDL Instructor,23.39
Prg Admin Spec,23.38
MT Mlt Td Chf II,23.37
Prog Mgmt Spec,23.36
Business Serv Spec,23.35
Business Serv Spec,23.35
Human Res Spec I,23.35
"Driver, Bus",23.34
"Driver, Bus",23.34
"Driver, Bus",23.34
Accountant I,23.32
Accounting Assoc,23.32
Admin Asst II,23.32
IT Data Enty Supv,23.32
Food Serv Spec,23.29
Prog Mgmt Spec,23.29
Accounting Assoc,23.27
Business Serv Spec,23.24
Exec Adm Asst I,23.24
MT Maint Mech Ld,23.24
Electrician,23.23
LPN,23.23
Accounting Assoc,23.22
MT Mlt Td Chf I,23.18
Parking Enforcement Assoc,23.18
Post Serv Supv I,23.18
Auto Serv Mech,23.17
CDL Instructor,23.16
Ext Prog Asst,23.16
Admin Asst II,23.15
Landscape Tech,23.15
Prog Mgmt Spec,23.15
Prog Mgmt Spec,23.14
Business Serv Spec,23.12
Food Serv Spec,23.10
Cont/Grant Assoc,23.09
Prog Mgmt Spec,23.08
Sport Turf Tech,23.08
Food Serv Spec,23.06
Human Res Assoc I,23.02
Library Serv Spec,23.01
Prog Mgmt Spec,23.01
Business Serv Spec,23.00
Prog Mgmt Spec,23.00
IT Support Asst,22.98
Prg Admin Spec,22.98
Prog Mgmt Spec,22.97
Admin Asst II,22.94
Housekeeping Supv II,22.93
Accountant I,22.88
Business Serv Spec,22.87
Housekeeping Supv II,22.85
Prg Admin Spec,22.85
IT Data Enty Supv,22.84
Admin Asst I,22.83
Prog Mgmt Spec,22.83
Exec Adm Asst II,22.82
Teaching Lab Tech,22.82
Prog Mgmt Spec,22.80
Prg Admin Spec,22.79
Business Serv Spec,22.76
Clinic Coord,22.76
Exec Adm Asst I,22.76
Prg Admin Spec,22.76
Prog Mgmt Spec,22.76
Pub Rel Spec,22.76
Business Serv Spec,22.75
Accounting Assoc,22.71
Admin Asst II,22.71
Prog Mgmt Spec,22.69
Business Serv Spec,22.68
Collections Spec,22.68
Acad Prog Spec,22.67
Business Serv Spec,22.66
Prog Mgmt Spec,22.65
Painter,22.61
Acad Prog Spec,22.57
Landscape Tech Sv,22.55
Library Serv Tech,22.55
Prg Admin Spec,22.53
Prog Mgmt Spec,22.53
Prog Mgmt Spec,22.53
Housekeeping Supv II,22.50
Collections Spec,22.48
Accounting Assoc,22.47
Accounting Assoc,22.47
Admin Asst II,22.47
Painter,22.47
Account Clerk III,22.46
Admin Asst II,22.46
Din Serv Coord,22.42
MT Mlt Td Chf II,22.42
MT Mlt Td Chf II,22.42
MT Mlt Td Chf II,22.42
MT Mlt Td Chf II,22.42
Food Serv Spec,22.41
Business Serv Spec,22.40
Business Serv Spec,22.39
Business Serv Spec,22.38
Collections Spec,22.38
MT Mlt Td Chf I,22.35
Painter,22.35
Collections Spec,22.34
Prog Mgmt Spec,22.34
Driver Waste Mgmt,22.33
Agric Tech Lead,22.29
Prog Mgmt Spec,22.29
Lab Animal Tech,22.28
Prog Mgmt Spec,22.28
Prog Mgmt Spec,22.28
Teaching Lab Tech,22.28
Exec Adm Asst II,22.27
MT Mlt Td Chf I,22.27
Landscape Tech Sv,22.25
CDL Instructor,22.24
CDL Instructor,22.24
CDL Instructor,22.24
CDL Instructor,22.24
Library Serv Spec,22.23
Clinic Coord,22.22
MT Mlt Td Chf II,22.20
MT Mlt Td Chf II,22.20
MT Mlt Td Chf II,22.20
MT Mlt Td Chf II,22.20
MT Mlt Td Chf II,22.20
MT Mlt Td Chf II,22.20
Prg Admin Spec,22.20
Admin Asst I,22.15
"Driver, Bus",22.14
Prog Mgmt Spec,22.14
Storekeeper III,22.14
Teaching Lab Tech,22.14
Housekeeping Supv I,22.13
Ext Prog Asst,22.09
Admin Asst I,22.08
Lab Animal Tech,22.08
Housekeeping Supv II,22.07
Library Serv Spec,22.07
Prog Mgmt Spec,22.07
Prog Mgmt Spec,22.07
Business Serv Spec,22.06
Business Serv Spec,22.06
Business Serv Spec,22.06
Exec Adm Asst II,22.06
Landscape Tech Sv,22.06
Phys Sci Tech II,22.06
Prog Mgmt Spec,22.06
Editorial Asst,22.05
Lab Animal Tech,22.05
Prog Mgmt Spec,22.05
Accountant I,22.04
Business Serv Spec,22.02
Prog Mgmt Spec,22.02
Admin Asst II,22.00
Admin Asst II,22.00
Admin Asst II,22.00
Agric Tech Lead,21.98
Prog Mgmt Spec,21.98
Admin Asst I,21.97
Accounting Assoc,21.93
Ext Prog Asst,21.92
Account Clerk III,21.90
Office Supv II,21.90
Multi Media Tech,21.89
Admin Asst II,21.88
Food Serv Spec,21.88
Food Serv Spec,21.88
Food Serv Spec,21.88
Prog Mgmt Spec,21.88
Library Serv Spec,21.86
Accounting Assoc,21.78
Sport Turf Tech,21.77
Sport Turf Tech,21.76
Account Clerk III,21.69
Admin Asst I,21.69
CDL Instructor,21.69
CDL Instructor,21.69
CDL Instructor,21.69
CDL Instructor,21.69
CDL Instructor,21.69
CDL Instructor,21.69
Library Serv Spec,21.65
Admin Asst II,21.64
Agric Tech Lead,21.64
IT Com Op,21.63
Prg Admin Spec,21.60
Acad Prog Spec,21.58
Acad Prog Spec,21.58
Admin Asst II,21.58
Business Serv Spec,21.58
Library Serv Spec,21.58
MT Maint Mech Ld,21.58
Office Supv III,21.58
Prog Mgmt Spec,21.58
Sec Spec,21.58
Admin Asst II,21.56
Prog Mgmt Spec,21.55
IT Prog Asst,21.52
Account Clerk III,21.49
Admin Asst II,21.49
Business Serv Spec,21.49
Business Serv Spec,21.49
Prog Mgmt Spec,21.48
Storekeeper III,21.44
Admin Asst I,21.43
Housekeeping Supv I,21.41
Admin Asst II,21.39
Admin Asst II,21.37
Sec Spec,21.35
Admin Asst II,21.34
Lab Animal Tech,21.32
Acad Prog Spec,21.31
Accounting Assoc,21.31
Admin Asst II,21.31
Admin Asst II,21.31
Carpenter,21.31
Library Serv Spec,21.31
Prog Mgmt Spec,21.31
Grounds Supv,21.29
Din Serv Coord,21.27
Ext Prog Asst,21.27
Admin Asst II,21.26
"Driver, Bus",21.26
IT Telecom Asst,21.25
Admin Asst II,21.23
Library Serv Spec,21.23
Admin Asst II,21.21
Admin Asst II,21.18
Admin Asst II,21.17
Exec Adm Asst I,21.17
Clinic Coord,21.16
Clinic Coord,21.15
Cook,21.15
Housekeeping Supv II,21.15
Library Serv Spec,21.15
Library Serv Spec,21.15
Painter,21.15
Agric Tech Lead,21.14
Office Supv III,21.14
Prog Mgmt Spec,21.14
Prog Mgmt Spec,21.14
Signage Tech II,21.14
Accounting Assoc,21.12
Admin Asst I,21.11
Carpenter,21.08
Carpenter,21.08
Acad Prog Spec,21.06
Prog Mgmt Spec,21.06
Prog Mgmt Spec,21.06
Prog Mgmt Spec,21.06
Prog Mgmt Spec,21.06
Prog Mgmt Spec,21.06
Prog Mgmt Spec,21.06
Accounting Assoc,21.03
Admin Asst II,21.03
Carpenter,21.02
Food Serv Spec,21.02
Prog Mgmt Spec,21.02
Admin Asst II,20.97
Storekeeper III,20.97
MT Mlt Td Chf I,20.96
Prog Mgmt Spec,20.93
"Driver, Bus",20.88
"Driver, Bus",20.88
"Driver, Bus",20.88
"Driver, Bus",20.88
"Driver, Bus",20.88
"Driver, Bus",20.88
"Driver, Bus",20.88
"Driver, Bus",20.88
"Driver, Bus",20.88
Business Serv Spec,20.86
Driver Waste Mgmt,20.86
Housekeeping Supv II,20.86
Prog Mgmt Spec,20.85
Housekeeping Supv I,20.84
Prog Mgmt Spec,20.84
Lab Animal Tech,20.82
Library Serv Spec,20.82
Admin Asst II,20.79
Admin Asst II,20.77
Agric Tech Lead,20.77
Food Serv Sprv,20.73
Acad Prog Spec,20.72
Admin Asst I,20.72
Storekeeper III,20.71
Admin Asst II,20.70
Prog Mgmt Spec,20.70
Prog Mgmt Spec,20.70
Admin Asst II,20.68
Account Clerk III,20.66
Admin Asst II,20.64
Food Serv Spec,20.64
Office Supv I,20.64
Agric Tech Lead,20.63
Agric Tech Lead,20.63
Food Serv Spec,20.63
Food Serv Spec,20.63
Library Serv Spec,20.63
Library Serv Spec,20.63
Library Serv Spec,20.63
Library Serv Spec,20.63
Library Serv Spec,20.63
Library Serv Spec,20.63
Library Serv Spec,20.63
Library Serv Spec,20.63
Parking Enforcement Supvsr,20.63
Prog Mgmt Spec,20.63
Prog Mgmt Spec,20.63
Acad Prog Spec,20.62
Agric Tech Lead,20.60
Food Serv Spec,20.60
Account Clerk II,20.58
Prog Mgmt Spec,20.56
Acad Prog Spec,20.55
Clinic Coord,20.54
Accountant I,20.53
Prog Mgmt Spec,20.52
"Driver, Bus",20.51
Human Res Assoc I,20.49
Admin Asst I,20.48
Food Serv Spec,20.45
Admin Asst II,20.44
Admin Asst II,20.44
Clinic Coord,20.44
Ext Prog Asst,20.44
Ext Prog Asst,20.42
Admin Asst I,20.37
Prog Mgmt Spec,20.35
Accounting Assoc,20.34
Admin Asst II,20.34
Admin Asst II,20.34
Clinic Coord,20.34
Prog Mgmt Spec,20.34
Prog Mgmt Spec,20.34
Prog Mgmt Spec,20.34
Parking Enforcement Supvsr,20.32
Din Serv Coord,20.29
Admin Asst II,20.25
Agric Worker II,20.25
Exec Adm Asst I,20.25
Landscape Tech,20.25
Admin Asst II,20.24
Ext Prog Asst,20.24
Ext Prog Asst,20.24
Admin Asst II,20.22
Admin Asst I,20.17
